127.0.0.1 - - [22/Dec/2024:01:19:59 +0000] "GET /health HTTP/1.1" 400 255 "-" "curl/7.88.1" "-"
127.0.0.1 - - [22/Dec/2024:01:20:29 +0000] "GET /health HTTP/1.1" 400 255 "-" "curl/7.88.1" "-"
127.0.0.1 - - [22/Dec/2024:01:20:59 +0000] "GET /health HTTP/1.1" 400 255 "-" "curl/7.88.1" "-"
127.0.0.1 - - [22/Dec/2024:01:21:30 +0000] "GET /health HTTP/1.1" 400 255 "-" "curl/7.88.1" "-"
127.0.0.1 - - [22/Dec/2024:01:22:00 +0000] "GET /health HTTP/1.1" 400 255 "-" "curl/7.88.1" "-"
127.0.0.1 - - [22/Dec/2024:01:22:30 +0000] "GET /health HTTP/1.1" 400 255 "-" "curl/7.88.1" "-"
127.0.0.1 - - [22/Dec/2024:01:23:00 +0000] "GET /health HTTP/1.1" 400 255 "-" "curl/7.88.1" "-"
127.0.0.1 - - [22/Dec/2024:01:23:37 +0000] "GET /health HTTP/1.1" 400 255 "-" "curl/7.88.1" "-"
127.0.0.1 - - [22/Dec/2024:01:24:08 +0000] "GET /health HTTP/1.1" 400 255 "-" "curl/7.88.1" "-"
192.168.32.1 - - [22/Dec/2024:01:24:12 +0000] "GET / HTTP/1.1" 200 641 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36" "-"
192.168.32.1 - - [22/Dec/2024:01:24:12 +0000] "GET /src/main.jsx HTTP/1.1" 200 1912 "https://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36" "-"
192.168.32.1 - - [22/Dec/2024:01:24:12 +0000] "GET /@react-refresh HTTP/1.1" 200 64235 "https://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36" "-"
192.168.32.1 - - [22/Dec/2024:01:24:12 +0000] "GET /node_modules/.vite/deps/react_jsx-dev-runtime.js?v=adf35c9b HTTP/1.1" 200 37035 "https://localhost/src/main.jsx" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36" "-"
192.168.32.1 - - [22/Dec/2024:01:24:12 +0000] "GET /@vite/client HTTP/1.1" 200 137350 "https://localhost/" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36" "-"
192.168.32.1 - - [22/Dec/2024:01:24:12 +0000] "GET /node_modules/.vite/deps/react-dom_client.js?v=58e460af HTTP/1.1" 200 1118 "https://localhost/src/main.jsx" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36" "-"
192.168.32.1 - - [22/Dec/2024:01:24:12 +0000] "GET /src/index.css HTTP/1.1" 200 63224 "https://localhost/src/main.jsx" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36" "-"
192.168.32.1 - - [22/Dec/2024:01:24:12 +0000] "GET /node_modules/.vite/deps/react.js?v=adf35c9b HTTP/1.1" 200 219 "https://localhost/src/main.jsx" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36" "-"
192.168.32.1 - - [22/Dec/2024:01:24:12 +0000] "GET /src/App.jsx HTTP/1.1" 200 6079 "https://localhost/src/main.jsx" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36" "-"
192.168.32.1 - - [22/Dec/2024:01:24:12 +0000] "GET /node_modules/.vite/deps/chunk-RLJ2RCJQ.js?v=936dc08e HTTP/1.1" 200 77818 "https://localhost/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=adf35c9b" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36" "-"
192.168.32.1 - - [22/Dec/2024:01:24:12 +0000] "GET /node_modules/.vite/deps/chunk-DC5AMYBS.js?v=936dc08e HTTP/1.1" 200 1830 "https://localhost/node_modules/.vite/deps/react_jsx-dev-runtime.js?v=adf35c9b" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36" "-"
192.168.32.1 - - [22/Dec/2024:01:24:12 +0000] "GET /node_modules/vite/dist/client/env.mjs HTTP/1.1" 200 4021 "https://localhost/@vite/client" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36" "-"
192.168.32.1 - - [22/Dec/2024:01:24:12 +0000] "GET /node_modules/.vite/deps/chunk-NUMECXU6.js?v=936dc08e HTTP/1.1" 200 928095 "https://localhost/node_modules/.vite/deps/react-dom_client.js?v=58e460af" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36" "-"
